customerID,Churn,Genero,customer.SeniorCitizen,Pareja,Dependientes,customer.tenure,ServicioTelefono,LineasMultiples,ServicioInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,Contrato,FacturacionSinPapel,MetodoPago,account.Charges.Monthly,TotalFacturado,Cuentas_Diarias
6108-OQZDQ,1,0,0,1,1,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,1,Electronic check,97.95,384.5,3.2041666666666666
6110-OHIHY,1,1,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,0,0,Electronic check,79.25,267.6,2.9733333333333336
6112-KTHFQ,0,0,0,0,0,13,1,No,No,No,No,No,No,No,No,0,1,Mailed check,19.3,279.3,0.7161538461538461
6114-TCFID,0,0,0,0,0,29,0,No,DSL,Yes,Yes,No,Yes,No,No,1,0,Credit card (automatic),39.5,1082.75,1.2445402298850574
6115-ZTBFQ,0,0,0,1,0,72,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,0,Bank transfer (automatic),65.5,4919.7,2.2776388888888888
6116-RFVHN,0,0,0,1,0,34,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,1,Electronic check,100.45,3414.65,3.3476960784313725
6119-SPUDB,0,1,0,0,0,46,0,No,DSL,Yes,No,Yes,Yes,No,No,2,0,Mailed check,38.25,1755.35,1.2719927536231883
6120-RJKLU,0,0,1,1,0,62,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2,1,Credit card (automatic),79.95,4819.75,2.591263440860215
6121-TNHBO,0,0,1,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,1,0,Bank transfer (automatic),83.0,5243.05,2.7741005291005294
6121-VZNQB,1,0,0,0,0,1,1,No,No,No,No,No,No,No,No,0,1,Mailed check,19.1,19.1,0.6366666666666667
6122-EFVKN,0,1,0,0,1,24,0,No,DSL,Yes,No,No,Yes,No,No,2,0,Mailed check,35.75,830.8,1.1538888888888887
6122-LJADA,0,1,0,1,1,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Credit card (automatic),90.15,6237.05,2.9700238095238096
6124-ACRHJ,0,0,0,0,0,1,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.75,19.75,0.6583333333333333
6127-ISGTU,1,0,0,1,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,84.95,1378.25,2.871354166666667
6127-IYJOZ,0,1,1,0,0,1,1,No,DSL,No,No,No,No,No,No,0,1,Mailed check,45.85,45.85,1.5283333333333333
6128-AQBMT,0,1,1,1,0,41,0,No,DSL,No,Yes,Yes,No,Yes,Yes,0,1,Electronic check,53.95,2215.4,1.801138211382114
6128-CZOMY,1,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,0,1,Electronic check,45.65,45.65,1.5216666666666667
6128-DAFVY,0,0,0,0,0,56,0,No,DSL,No,No,No,No,Yes,Yes,0,1,Credit card (automatic),44.85,2564.95,1.5267559523809522
6131-FOYAS,0,1,0,0,0,35,1,Yes,DSL,Yes,No,Yes,No,No,No,0,1,Electronic check,59.6,2094.9,1.9951428571428573
6131-IUNXN,0,0,0,1,1,19,1,No,No,No,No,No,No,No,No,0,0,Mailed check,20.2,382.2,0.6705263157894736
6131-JLWZM,0,0,0,0,0,13,1,No,No,No,No,No,No,No,No,0,1,Mailed check,20.3,275.4,0.7061538461538461
6133-OZILE,0,0,0,0,0,18,0,No,DSL,No,No,Yes,Yes,No,No,0,1,Electronic check,35.2,607.3,1.1246296296296296
6134-KWTBV,0,1,0,0,0,62,1,Yes,No,No,No,No,No,No,No,2,0,Bank transfer (automatic),23.4,1429.65,0.7686290322580646
6135-OZQVA,0,0,0,0,0,7,1,Yes,DSL,Yes,No,No,No,No,No,0,1,Electronic check,53.65,404.35,1.9254761904761906
6137-MFAJN,0,0,0,0,0,48,0,No,DSL,Yes,Yes,No,No,Yes,No,0,1,Electronic check,44.8,2104.55,1.4614930555555556
6137-NICCO,0,0,0,1,1,6,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,0,1,Mailed check,94.05,518.75,2.8819444444444446
6139-ZZRBQ,0,1,1,0,0,64,1,No,No,No,No,No,No,No,No,2,1,Bank transfer (automatic),20.05,1198.05,0.6239843749999999
6140-QNRQQ,1,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,0,1,Mailed check,71.55,71.55,2.385
6141-OOXUQ,1,1,0,0,0,1,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.65,19.65,0.6549999999999999
6142-VSJQO,1,0,0,1,1,1,1,No,DSL,No,No,No,No,No,No,0,1,Bank transfer (automatic),44.35,44.35,1.4783333333333333
6143-JQKEA,0,1,0,0,0,10,1,No,DSL,No,No,No,No,No,No,0,1,Credit card (automatic),45.8,436.2,1.454
6145-NNPNO,0,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,0,0,Bank transfer (automatic),44.15,44.15,1.4716666666666667
6147-CBCRA,0,0,0,1,0,33,1,No,No,No,No,No,No,No,No,0,0,Mailed check,20.05,669.45,0.6762121212121213
6152-ONASV,0,0,0,1,0,68,1,Yes,DSL,Yes,No,No,Yes,No,No,1,0,Bank transfer (automatic),58.25,3975.7,1.9488725490196077
6156-UZDLF,0,0,0,0,0,26,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,1,1,Credit card (automatic),87.15,2274.1,2.9155128205128205
6158-DWPZT,1,1,0,1,0,9,0,No,DSL,No,No,No,No,No,No,1,0,Bank transfer (automatic),24.1,259.8,0.9622222222222223
6158-HDPXZ,0,1,0,0,0,1,0,No,DSL,No,No,No,No,No,No,0,0,Mailed check,25.35,25.35,0.8450000000000001
6161-ERDGD,0,1,0,1,1,71,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,1,0,Electronic check,85.45,6300.85,2.9581455399061034
6161-UUUTA,1,1,1,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,79.9,260.9,2.8988888888888886
6164-HAQTX,0,1,0,0,0,71,0,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2,0,Bank transfer (automatic),53.95,3888.65,1.8256572769953052
6164-HXUGH,0,0,0,1,1,6,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.85,119.3,0.6627777777777778
6166-ILMNY,1,0,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,0,0,Bank transfer (automatic),69.75,144.55,2.4091666666666667
6166-YIPFO,0,1,0,1,0,72,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Electronic check,64.7,4746.05,2.1972453703703705
6168-WFVVF,1,0,1,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,0,1,Electronic check,70.3,235.5,2.6166666666666667
6168-YBYNP,0,1,0,0,0,59,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,1,Electronic check,111.35,6519.75,3.6834745762711862
6169-PGNCD,0,0,0,0,0,57,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2,1,Credit card (automatic),74.3,4166.35,2.4364619883040937
6169-PPETC,0,1,0,1,1,35,1,No,No,No,No,No,No,No,No,2,0,Bank transfer (automatic),20.5,759.35,0.7231904761904762
6171-ZTVYB,0,1,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,No,No,0,0,Bank transfer (automatic),66.25,2907.35,2.2537596899224805
6172-FECYY,1,1,0,1,1,49,1,Yes,Fiber optic,No,No,No,No,Yes,No,0,0,Electronic check,84.5,4254.85,2.8944557823129253
6173-GOLSU,0,1,1,1,0,67,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,1,Credit card (automatic),94.65,6079.0,3.024378109452736
6173-ITPWD,1,1,0,1,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,0,1,Bank transfer (automatic),83.35,4065.0,2.882978723404255
6174-NRBTZ,0,1,0,0,0,46,0,No,DSL,Yes,No,No,No,No,No,1,1,Bank transfer (automatic),30.75,1489.3,1.0792028985507247
6175-IRFIT,0,1,0,0,0,5,1,No,Fiber optic,No,No,No,No,No,Yes,0,0,Mailed check,78.75,426.35,2.8423333333333334
6176-YJWAS,0,1,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,2,1,Credit card (automatic),97.95,7114.25,3.2936342592592593
6177-PEVRA,0,0,0,0,0,48,1,No,DSL,Yes,Yes,No,No,No,No,2,0,Credit card (automatic),55.5,2627.35,1.824548611111111
6178-KFNHS,1,0,0,0,1,12,1,Yes,Fiber optic,Yes,No,No,No,No,No,0,1,Electronic check,78.3,909.25,2.5256944444444445
6179-GJPSO,1,0,1,0,0,43,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0,1,Credit card (automatic),108.15,4600.7,3.566434108527132
6180-YBIQI,0,1,0,0,0,5,0,No,DSL,No,No,No,No,No,No,0,0,Mailed check,24.3,100.2,0.668
6181-AXXYF,0,1,0,1,1,72,1,Yes,No,No,No,No,No,No,No,2,0,Credit card (automatic),24.75,1859.1,0.8606944444444444
6184-DYUOB,0,0,0,1,0,3,1,No,No,No,No,No,No,No,No,0,1,Mailed check,19.6,55.25,0.6138888888888889
6185-TASNN,0,1,1,0,0,1,1,No,DSL,No,No,No,No,No,No,0,0,Electronic check,46.3,46.3,1.5433333333333332
6188-UXBBR,0,0,0,1,0,38,1,No,No,No,No,No,No,No,No,1,1,Credit card (automatic),20.25,814.75,0.7146929824561403
6194-HBGQN,0,1,0,0,0,51,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,1,1,Credit card (automatic),81.15,4126.2,2.696862745098039
6195-MELTI,0,1,0,0,0,57,1,No,DSL,No,Yes,No,Yes,No,No,1,1,Mailed check,54.65,3134.7,1.833157894736842
6196-HBOBZ,0,1,0,1,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,2,1,Electronic check,99.35,6347.55,3.255153846153846
6198-PNNSZ,0,0,0,1,0,56,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1,0,Bank transfer (automatic),109.8,6109.65,3.6366964285714283
6198-RTPMF,0,0,0,1,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,0,Electronic check,92.6,1579.7,3.097450980392157
6198-ZFIOJ,0,0,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,No,No,0,0,Electronic check,75.6,402.5,2.683333333333333
6199-IPCAO,0,0,0,1,1,29,1,Yes,No,No,No,No,No,No,No,2,0,Mailed check,26.1,692.55,0.7960344827586207
6199-IWKGC,0,0,1,1,0,46,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,1,0,Electronic check,100.25,4753.85,3.4448188405797104
6202-DYYFX,0,0,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,No,No,1,1,Credit card (automatic),76.0,1783.6,2.702424242424242
6202-JVYEU,0,1,0,0,0,9,1,No,No,No,No,No,No,No,No,1,1,Electronic check,19.9,164.6,0.6096296296296296
6203-HBZPA,0,1,0,0,0,52,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,0,Credit card (automatic),63.9,3334.95,2.1377884615384612
6204-IEUXJ,1,0,0,0,0,3,1,No,Fiber optic,No,No,Yes,Yes,No,No,0,0,Credit card (automatic),80.1,217.55,2.417222222222222
6207-WIOLX,1,0,0,1,1,25,0,No,DSL,Yes,Yes,Yes,No,Yes,Yes,0,1,Credit card (automatic),58.6,1502.65,2.0035333333333334
6210-KBBPI,1,1,1,0,0,9,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,1,Credit card (automatic),99.45,919.4,3.4051851851851853
6211-WHMYA,0,0,1,0,0,64,0,No,DSL,No,Yes,No,Yes,Yes,No,0,1,Electronic check,43.85,2751.0,1.4328125
6211-WWLTF,0,1,0,1,0,63,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,2,0,Credit card (automatic),99.7,6330.4,3.349417989417989
6212-ATMLK,0,0,0,0,0,50,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,1,Electronic check,95.7,4729.75,3.1531666666666665
6214-EDAKZ,1,0,0,1,1,22,1,No,DSL,No,Yes,No,Yes,No,No,0,0,Electronic check,55.15,1206.05,1.8273484848484849
6215-NQCPY,0,1,0,0,0,15,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,1,Electronic check,99.7,1566.75,3.4816666666666665
6217-KDYWC,0,1,0,0,1,57,1,No,No,No,No,No,No,No,No,2,1,Mailed check,19.6,1170.55,0.68453216374269
6217-TOWGS,0,0,0,1,0,17,1,Yes,DSL,No,Yes,No,No,Yes,Yes,0,1,Bank transfer (automatic),75.4,1322.55,2.593235294117647
6218-KNUBD,0,1,0,0,0,6,1,No,DSL,No,Yes,No,No,Yes,No,0,0,Electronic check,59.45,357.6,1.9866666666666668
6221-AVQYL,1,1,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,0,1,Credit card (automatic),73.25,131.05,2.184166666666667
6223-DHJGV,0,0,0,0,0,42,1,No,No,No,No,No,No,No,No,1,1,Mailed check,20.65,958.1,0.7603968253968254
6227-FBDXH,0,1,0,1,0,69,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,0,Bank transfer (automatic),99.5,6841.45,3.3050483091787437
6227-HWPWX,1,0,0,0,1,15,1,No,Fiber optic,No,No,No,No,No,No,0,0,Bank transfer (automatic),69.0,994.8,2.2106666666666666
6229-LSCKB,0,1,1,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,79.7,497.6,2.7644444444444445
6229-UOLQL,0,1,0,1,1,56,0,No,DSL,Yes,Yes,No,Yes,Yes,No,1,1,Mailed check,52.0,2884.9,1.717202380952381
6230-BSUXY,1,0,1,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,Yes,0,1,Electronic check,85.0,85.0,2.8333333333333335
6231-WFGFH,0,1,0,1,1,4,1,No,No,No,No,No,No,No,No,0,1,Mailed check,20.5,77.6,0.6466666666666666
6233-HXJMX,0,0,0,0,0,45,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,0,1,Credit card (automatic),89.3,4192.15,3.105296296296296
6234-PFPXL,0,1,0,1,0,22,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,0,0,Credit card (automatic),95.9,2234.95,3.3862878787878783
6234-RAAPL,0,0,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,2,0,Bank transfer (automatic),99.9,7251.7,3.3572685185185183
6235-VDHOM,1,0,1,0,0,5,0,No,DSL,No,Yes,No,No,No,No,0,0,Electronic check,28.45,131.05,0.8736666666666667
6240-EURKS,1,0,0,0,1,18,0,No,DSL,No,No,No,No,No,Yes,0,1,Electronic check,35.0,553.0,1.0240740740740741
6242-FEGFD,0,1,0,1,0,66,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,2,0,Mailed check,96.6,6424.25,3.2445707070707073
6242-MBHPK,0,0,1,1,0,23,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,0,1,Electronic check,95.1,2326.05,3.371086956521739
6242-SGYTS,0,1,0,1,1,62,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,1,1,Credit card (automatic),94.95,5791.85,3.113897849462366
6243-OZGFH,0,0,0,0,0,23,0,No,DSL,No,No,No,No,Yes,Yes,0,1,Electronic check,44.95,996.85,1.4447101449275364
6244-BESBM,0,1,0,1,1,69,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,2,1,Credit card (automatic),95.2,6671.7,3.2230434782608697
6248-BSHKG,0,1,0,1,1,61,1,No,No,No,No,No,No,No,No,1,0,Mailed check,20.4,1226.45,0.6701912568306011
6248-TKCQV,0,0,0,1,1,70,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,2,1,Bank transfer (automatic),80.6,5460.2,2.600095238095238
6250-CGGUN,0,1,0,0,0,54,1,No,Fiber optic,Yes,No,Yes,Yes,No,No,1,0,Electronic check,84.4,4484.05,2.7679320987654323
6252-DFGTK,0,0,0,1,0,37,1,Yes,DSL,Yes,No,Yes,Yes,No,No,1,0,Credit card (automatic),68.1,2479.25,2.2335585585585584
6253-GNHWH,0,0,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2,0,Mailed check,71.1,5224.95,2.4530281690140843
6253-WRFHY,0,1,0,1,1,13,1,No,DSL,No,No,No,No,Yes,Yes,1,1,Electronic check,64.75,877.35,2.249615384615385
6257-DTAYD,0,1,0,1,0,71,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,2,1,Credit card (automatic),104.15,7365.3,3.457887323943662
6257-RJOHI,0,1,0,0,0,4,1,No,DSL,No,No,No,Yes,No,No,0,1,Mailed check,50.8,202.3,1.6858333333333335
6258-NGCNG,0,1,0,0,0,7,1,Yes,No,No,No,No,No,No,No,0,0,Mailed check,23.5,173.0,0.8238095238095238
6258-PVZWJ,0,1,0,1,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,1,Credit card (automatic),90.8,6302.85,3.0896323529411767
6259-WJQLC,0,1,1,0,0,32,1,Yes,Fiber optic,No,No,Yes,No,No,No,0,1,Credit card (automatic),81.1,2619.25,2.728385416666667
6260-ONULR,0,1,0,0,0,1,1,No,DSL,No,No,No,No,Yes,Yes,0,1,Mailed check,62.8,62.8,2.0933333333333333
6260-XLACS,0,1,0,0,0,4,1,No,No,No,No,No,No,No,No,1,0,Mailed check,19.7,117.8,0.9816666666666667
6261-LHRTG,0,0,0,0,0,26,1,No,DSL,No,Yes,Yes,No,No,No,0,1,Credit card (automatic),54.75,1406.9,1.8037179487179489
6261-RCVNS,1,0,0,0,0,42,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,1,0,Credit card (automatic),73.9,3160.55,2.508373015873016
6265-FRMTQ,0,1,0,0,0,31,1,No,No,No,No,No,No,No,No,2,0,Bank transfer (automatic),20.4,609.1,0.6549462365591399
6265-SXWBU,0,1,0,1,1,69,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1,0,Credit card (automatic),95.75,6511.25,3.1455314009661834
6266-QHOJZ,0,0,0,0,0,65,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,1,1,Electronic check,89.85,5844.65,2.99725641025641
6267-DCFFZ,0,0,1,1,0,30,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,0,1,Electronic check,90.05,2627.2,2.919111111111111
6270-OMFIW,1,1,0,1,0,60,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,1,1,Electronic check,94.4,5610.25,3.1168055555555556
6275-YDUVO,1,0,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,Yes,0,1,Mailed check,86.2,178.7,2.978333333333333
6278-FEPBZ,0,0,0,0,0,9,1,No,No,No,No,No,No,No,No,0,0,Mailed check,20.25,186.15,0.6894444444444444
6281-FKEWS,0,0,0,0,0,44,0,No,DSL,No,No,Yes,No,Yes,Yes,1,1,Electronic check,49.05,2265.0,1.7159090909090908
6283-GITPX,0,1,0,0,1,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2,1,Credit card (automatic),76.9,5522.7,2.5928169014084506
6284-AHOOQ,1,1,1,0,0,22,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,0,1,Bank transfer (automatic),90.5,1910.6,2.8948484848484846
6284-KMNUF,0,0,0,1,0,56,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,1,1,Electronic check,98.0,5270.6,3.137261904761905
6285-FTQBF,0,1,0,1,1,72,1,Yes,No,No,No,No,No,No,No,2,0,Credit card (automatic),25.55,1867.7,0.8646759259259259
6286-SUUWT,0,1,0,0,0,1,1,No,No,No,No,No,No,No,No,0,0,Mailed check,19.95,19.95,0.6649999999999999
6286-ZHAOK,0,0,0,1,1,20,1,Yes,No,No,No,No,No,No,No,0,1,Bank transfer (automatic),25.55,507.4,0.8456666666666667
6288-CHQJB,0,0,0,1,1,54,1,No,DSL,Yes,No,Yes,Yes,No,Yes,2,0,Bank transfer (automatic),69.95,3871.85,2.3900308641975307
6288-LBEAR,0,0,0,0,0,23,1,No,Fiber optic,No,Yes,No,Yes,No,No,0,1,Mailed check,79.1,1783.75,2.585144927536232
6289-CPNLD,1,1,0,1,1,33,1,No,DSL,No,No,Yes,Yes,Yes,Yes,1,1,Mailed check,73.9,2405.05,2.4293434343434344
6292-TOSSS,0,1,0,0,0,50,1,Yes,No,No,No,No,No,No,No,2,0,Bank transfer (automatic),24.9,1195.25,0.7968333333333333
6295-OSINB,0,1,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,2,1,Electronic check,109.65,7880.25,3.6482638888888888
6296-DDOOR,0,0,0,0,0,19,1,No,DSL,No,Yes,No,No,Yes,No,1,0,Electronic check,58.2,1045.25,1.8337719298245614
6297-NOOPG,0,0,0,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,1,Electronic check,110.5,7752.05,3.691452380952381
6298-QDFNH,1,1,0,0,0,22,1,Yes,Fiber optic,No,Yes,No,No,No,No,0,1,Electronic check,79.35,1730.35,2.621742424242424
6300-BWMJX,0,0,0,1,0,59,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,0,0,Electronic check,93.35,5386.5,3.0432203389830508
6302-JGYRJ,1,1,0,0,1,31,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,1,1,Mailed check,79.45,2587.7,2.7824731182795697
6303-KFWSL,0,0,0,0,0,29,1,Yes,DSL,No,Yes,No,No,No,No,1,1,Electronic check,55.25,1620.2,1.8622988505747127
6304-IJFSQ,1,1,0,0,0,3,1,No,DSL,No,Yes,No,No,No,No,0,1,Mailed check,49.9,130.1,1.4455555555555555
6305-YLBMM,1,1,0,0,0,69,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1,1,Bank transfer (automatic),104.05,7262.0,3.5082125603864736
6308-CQRBU,0,0,0,1,0,71,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,0,Electronic check,109.25,7707.7,3.618638497652582
6311-UEUME,1,0,0,0,0,29,1,No,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,78.9,2384.15,2.740402298850575
6313-GIDIT,1,1,1,0,0,53,0,No,DSL,No,Yes,Yes,No,Yes,Yes,0,1,Electronic check,54.45,2854.55,1.7953144654088051
6317-YPKDH,1,0,0,0,0,1,0,No,DSL,No,Yes,No,No,No,No,0,0,Bank transfer (automatic),29.95,29.95,0.9983333333333333
6319-IEJWJ,1,1,0,1,1,20,1,No,Fiber optic,No,No,No,No,Yes,Yes,0,1,Electronic check,90.2,1776.55,2.9609166666666664
6319-QSUSR,0,0,0,0,1,11,1,No,No,No,No,No,No,No,No,0,0,Credit card (automatic),19.7,216.2,0.6551515151515152
6322-HRPFA,0,1,0,1,1,49,1,No,DSL,Yes,Yes,No,Yes,No,No,0,0,Credit card (automatic),59.6,2970.3,2.020612244897959
6322-PJJDJ,0,1,0,1,0,49,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,2,1,Electronic check,94.8,4690.65,3.1909183673469386
6323-AYBRX,1,1,0,0,0,59,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.35,1099.6,0.6212429378531072
6326-MTTXK,1,1,0,0,0,8,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,0,Electronic check,100.85,819.55,3.4147916666666664
6328-ZPBGN,1,0,1,0,0,11,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,1,Bank transfer (automatic),95.15,997.65,3.023181818181818
6330-JKLPC,1,1,0,1,0,11,1,Yes,Fiber optic,No,Yes,No,No,No,No,0,1,Bank transfer (automatic),80.5,896.9,2.717878787878788
6331-EWIEB,1,1,0,0,0,20,1,Yes,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,85.25,1734.5,2.890833333333333
6331-LWDTQ,1,1,0,0,0,10,1,Yes,DSL,No,No,No,No,Yes,Yes,0,1,Credit card (automatic),72.15,794.25,2.6475
6332-FBZRI,0,1,0,1,1,67,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,1,1,Credit card (automatic),69.35,4653.25,2.315049751243781
6333-YDVLT,0,1,0,0,0,65,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1,1,Credit card (automatic),110.0,7138.65,3.660846153846154
6338-AVWCY,1,1,0,0,0,3,0,No,DSL,No,No,Yes,No,Yes,No,0,1,Mailed check,40.15,130.75,1.4527777777777777
6339-DKLMK,0,0,0,0,0,13,0,No,DSL,No,Yes,No,No,No,No,0,1,Electronic check,31.65,389.95,0.9998717948717949
6339-RZCBJ,0,1,0,0,0,48,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,2,0,Credit card (automatic),78.9,3771.5,2.6190972222222224
6339-TBELP,0,1,0,0,0,71,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,2,1,Credit card (automatic),86.4,6172.0,2.8976525821596244
6339-YPSAH,0,1,0,0,0,9,1,No,Fiber optic,No,No,Yes,No,No,No,0,1,Electronic check,73.8,704.3,2.6085185185185185
6340-DACFT,0,0,0,1,1,50,1,No,No,No,No,No,No,No,No,2,0,Credit card (automatic),20.55,1070.25,0.7135
6341-AEVKX,0,0,0,1,0,62,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1,1,Electronic check,104.3,6613.65,3.555725806451613
6341-JVQGF,0,0,0,1,1,31,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1,1,Mailed check,81.15,2545.75,2.7373655913978494
6344-SFJVH,0,0,0,0,0,20,0,No,DSL,No,No,No,No,No,No,0,0,Credit card (automatic),24.9,505.95,0.8432499999999999
6345-FZOQH,0,1,0,1,0,69,1,No,No,No,No,No,No,No,No,2,0,Mailed check,19.9,1363.45,0.6586714975845411
6345-HOVES,0,1,0,0,0,34,0,No,DSL,No,No,No,No,No,No,0,1,Bank transfer (automatic),25.05,852.7,0.8359803921568628
6345-ULYRW,1,1,1,1,0,44,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,1,0,Mailed check,88.4,3912.9,2.964318181818182
6347-DCUIK,1,1,0,0,0,10,1,Yes,Fiber optic,No,No,No,No,No,No,0,1,Mailed check,74.15,811.8,2.706
6348-SNFUS,0,1,0,1,1,72,0,No,DSL,Yes,Yes,Yes,Yes,No,Yes,2,1,Credit card (automatic),55.45,4179.2,1.9348148148148148
6349-JDHQP,0,0,0,0,0,53,1,No,No,No,No,No,No,No,No,2,0,Credit card (automatic),19.85,1049.6,0.6601257861635219
6350-XFYGW,0,1,1,0,0,4,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,1,Electronic check,94.75,422.4,3.52
6351-SCJKT,0,1,0,0,0,3,0,No,DSL,Yes,No,Yes,Yes,No,No,0,0,Mailed check,41.35,107.25,1.1916666666666667
6352-GIGGQ,0,1,0,0,0,67,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1,1,Bank transfer (automatic),88.8,5903.15,2.9368905472636815
6352-TWCAU,1,0,0,0,0,35,1,Yes,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,86.45,3029.1,2.884857142857143
6353-BRMMA,0,0,0,1,1,54,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0,1,Bank transfer (automatic),104.1,5645.8,3.485061728395062
6356-ELRKD,1,0,0,0,0,1,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,0,1,Electronic check,95.6,95.6,3.1866666666666665
6357-JJPQT,0,0,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,0,1,Electronic check,80.5,232.35,2.5816666666666666
